"","tail_num","sum_airtime","num_flights","airline","total_delay","n_delays","avg_airtime","avg_delay","pct_delay","Top25pct_AA","Top25pct_BA","Bottom25pct_AA","Bottom25pct_BA"
"1543",N543US,31686,138,BA,1333,53,229.608695652174,9.65942028985507,0.384057971014493,FALSE,FALSE,FALSE,FALSE
"1228",N554UW,31647,211,AA,1900,78,149.985781990521,9.00473933649289,0.369668246445498,TRUE,FALSE,FALSE,FALSE
"1284",N955NN,31645,225,AA,2363,87,140.644444444444,10.5022222222222,0.386666666666667,TRUE,FALSE,FALSE,FALSE
"1181",N173US,31618,230,AA,5111,91,137.469565217391,22.2217391304348,0.395652173913043,TRUE,FALSE,FALSE,FALSE
"207",N3749D,31616,227,BA,-765,50,139.277533039648,-3.37004405286344,0.220264317180617,FALSE,FALSE,FALSE,FALSE
"761",N381DN,31616,212,BA,-270,63,149.132075471698,-1.27358490566038,0.297169811320755,FALSE,FALSE,FALSE,FALSE
"922",N147AA,31615,204,AA,962,73,154.975490196078,4.7156862745098,0.357843137254902,TRUE,FALSE,FALSE,FALSE
"1610",N973UY,31603,197,AA,-353,63,160.421319796954,-1.79187817258883,0.319796954314721,TRUE,FALSE,FALSE,FALSE
"1130",N969NN,31587,225,AA,1734,95,140.386666666667,7.70666666666667,0.422222222222222,TRUE,FALSE,FALSE,FALSE
"896",N874DN,31536,189,BA,151,64,166.857142857143,0.798941798941799,0.338624338624339,FALSE,FALSE,FALSE,FALSE
"30",N876NN,31517,236,AA,1351,93,133.546610169492,5.72457627118644,0.394067796610169,TRUE,FALSE,FALSE,FALSE
"272",N867DN,31508,197,BA,-706,51,159.939086294416,-3.58375634517766,0.258883248730964,FALSE,FALSE,FALSE,FALSE
"1404",N107NN,31488,104,AA,978,43,302.769230769231,9.40384615384615,0.413461538461538,TRUE,FALSE,FALSE,FALSE
"81",N898DN,31467,183,BA,-513,51,171.950819672131,-2.80327868852459,0.278688524590164,FALSE,FALSE,FALSE,FALSE
"1182",N323US,31448,262,BA,4402,112,120.030534351145,16.8015267175573,0.427480916030534,FALSE,FALSE,FALSE,FALSE
"694",N314PD,31432,211,AA,2165,89,148.96682464455,10.260663507109,0.421800947867299,TRUE,FALSE,FALSE,FALSE
"607",N942NN,31414,215,AA,842,78,146.111627906977,3.91627906976744,0.362790697674419,TRUE,FALSE,FALSE,FALSE
"581",N823DN,31378,185,BA,-437,54,169.610810810811,-2.36216216216216,0.291891891891892,FALSE,FALSE,FALSE,FALSE
"1311",N352PS,31356,236,AA,875,86,132.864406779661,3.70762711864407,0.364406779661017,TRUE,FALSE,FALSE,FALSE
"1490",N816AW,31335,274,AA,-50,80,114.361313868613,-0.182481751824818,0.291970802919708,TRUE,FALSE,FALSE,FALSE
"1337",N3753,31323,212,BA,1007,56,147.75,4.75,0.264150943396226,FALSE,FALSE,FALSE,FALSE
"160",N894AT,31305,324,BA,2850,98,96.6203703703704,8.7962962962963,0.302469135802469,FALSE,FALSE,FALSE,FALSE
"994",N856DN,31303,182,BA,-738,48,171.994505494505,-4.05494505494505,0.263736263736264,FALSE,FALSE,FALSE,FALSE
"1164",N357PV,31271,229,AA,1498,88,136.554585152838,6.54148471615721,0.384279475982533,TRUE,FALSE,FALSE,FALSE
"1501",N3750D,31269,222,BA,-226,61,140.851351351351,-1.01801801801802,0.274774774774775,FALSE,FALSE,FALSE,FALSE
"398",N822DN,31266,180,BA,407,56,173.7,2.26111111111111,0.311111111111111,FALSE,FALSE,FALSE,FALSE
"1174",N507AY,31153,184,AA,2023,87,169.309782608696,10.9945652173913,0.472826086956522,TRUE,FALSE,FALSE,FALSE
"344",N390DA,31136,233,BA,1522,61,133.630901287554,6.53218884120172,0.261802575107296,FALSE,FALSE,FALSE,FALSE
"823",N950NN,31091,221,AA,2272,90,140.683257918552,10.2805429864253,0.407239819004525,TRUE,FALSE,FALSE,FALSE
"1125",N941NN,31060,216,AA,1668,76,143.796296296296,7.72222222222222,0.351851851851852,TRUE,FALSE,FALSE,FALSE
"738",N924NN,31041,220,AA,1341,82,141.095454545455,6.09545454545455,0.372727272727273,TRUE,FALSE,FALSE,FALSE
"1126",N114DU,31039,210,BA,5403,106,147.804761904762,25.7285714285714,0.504761904761905,FALSE,FALSE,FALSE,FALSE
"234",N861DN,31038,193,BA,-236,52,160.818652849741,-1.22279792746114,0.269430051813472,FALSE,FALSE,FALSE,FALSE
"430",N717TW,31028,102,BA,682,39,304.196078431373,6.68627450980392,0.382352941176471,FALSE,FALSE,FALSE,FALSE
"380",N372NW,31027,262,BA,2594,85,118.423664122137,9.90076335877863,0.324427480916031,FALSE,FALSE,FALSE,FALSE
"1106",N817DN,31019,188,BA,1598,60,164.994680851064,8.5,0.319148936170213,FALSE,FALSE,FALSE,FALSE
"273",N980UY,31017,208,AA,1984,84,149.120192307692,9.53846153846154,0.403846153846154,TRUE,FALSE,FALSE,FALSE
"188",N946AN,31009,222,AA,2236,84,139.68018018018,10.0720720720721,0.378378378378378,TRUE,FALSE,FALSE,FALSE
"690",N178US,31003,202,AA,2412,100,153.480198019802,11.9405940594059,0.495049504950495,TRUE,FALSE,FALSE,FALSE
"95",N345NW,31002,266,BA,1833,112,116.548872180451,6.89097744360902,0.421052631578947,FALSE,FALSE,FALSE,FALSE
"556",N102DU,30988,235,BA,5760,108,131.863829787234,24.5106382978723,0.459574468085106,FALSE,FALSE,FALSE,FALSE
"383",N841DN,30944,189,BA,-226,54,163.724867724868,-1.1957671957672,0.285714285714286,FALSE,FALSE,FALSE,FALSE
"1076",N965NN,30933,218,AA,1296,83,141.894495412844,5.94495412844037,0.380733944954128,TRUE,FALSE,FALSE,FALSE
"1185",N153AN,30912,200,AA,2893,89,154.56,14.465,0.445,TRUE,FALSE,FALSE,FALSE
"593",N197UW,30853,201,AA,3791,90,153.497512437811,18.8606965174129,0.447761194029851,TRUE,FALSE,FALSE,FALSE
"201",N3745B,30844,218,BA,1111,59,141.48623853211,5.09633027522936,0.270642201834862,FALSE,FALSE,FALSE,FALSE
"120",N717JL,30823,323,BA,-718,84,95.4272445820433,-2.22291021671827,0.260061919504644,FALSE,FALSE,FALSE,FALSE
"142",N918NN,30820,231,AA,3515,86,133.419913419913,15.2164502164502,0.372294372294372,TRUE,FALSE,FALSE,FALSE
"704",N144AN,30806,207,AA,2123,75,148.821256038647,10.256038647343,0.36231884057971,TRUE,FALSE,FALSE,FALSE
"679",N864DN,30763,193,BA,-471,48,159.39378238342,-2.44041450777202,0.248704663212435,FALSE,FALSE,FALSE,FALSE
"938",N342PM,30755,225,AA,1038,71,136.688888888889,4.61333333333333,0.315555555555556,TRUE,FALSE,FALSE,FALSE
"658",N3762Y,30750,217,BA,29,43,141.705069124424,0.133640552995392,0.19815668202765,FALSE,FALSE,FALSE,FALSE
"1260",N948NN,30725,227,AA,3570,94,135.352422907489,15.726872246696,0.414096916299559,TRUE,FALSE,FALSE,FALSE
"472",N317NB,30718,245,BA,410,80,125.379591836735,1.6734693877551,0.326530612244898,FALSE,FALSE,FALSE,FALSE
"382",N982NN,30681,220,AA,2997,88,139.459090909091,13.6227272727273,0.4,TRUE,FALSE,FALSE,FALSE
"291",N869DN,30666,177,BA,42,49,173.254237288136,0.23728813559322,0.27683615819209,FALSE,FALSE,FALSE,FALSE
"130",N3746H,30661,216,BA,1569,81,141.949074074074,7.26388888888889,0.375,FALSE,FALSE,FALSE,FALSE
"1334",N370NB,30618,267,BA,4419,87,114.674157303371,16.5505617977528,0.325842696629214,FALSE,FALSE,FALSE,FALSE
"1036",N978UY,30604,181,AA,3153,71,169.082872928177,17.4198895027624,0.392265193370166,TRUE,FALSE,FALSE,FALSE
"1163",N670DN,30597,226,BA,2977,100,135.384955752212,13.1725663716814,0.442477876106195,FALSE,FALSE,FALSE,FALSE
"180",N322US,30589,267,BA,5761,113,114.565543071161,21.5767790262172,0.423220973782772,FALSE,FALSE,FALSE,FALSE
"1314",N980AT,30589,320,BA,1290,98,95.590625,4.03125,0.30625,FALSE,FALSE,FALSE,FALSE
"642",N900DU,30585,168,BA,139,46,182.053571428571,0.827380952380952,0.273809523809524,FALSE,FALSE,FALSE,FALSE
"75",N974UY,30577,194,AA,2553,81,157.613402061856,13.159793814433,0.417525773195876,TRUE,FALSE,FALSE,FALSE
"146",N561UW,30566,201,AA,2189,92,152.069651741294,10.8905472636816,0.45771144278607,TRUE,FALSE,FALSE,FALSE
"19",N958NN,30547,202,AA,1454,64,151.222772277228,7.1980198019802,0.316831683168317,TRUE,FALSE,FALSE,FALSE
"1178",N382DA,30546,220,BA,390,57,138.845454545455,1.77272727272727,0.259090909090909,FALSE,FALSE,FALSE,FALSE
"71",N3730B,30545,221,BA,-454,63,138.212669683258,-2.05429864253394,0.285067873303167,FALSE,FALSE,FALSE,FALSE
"1397",N153UW,30543,198,AA,1505,69,154.257575757576,7.6010101010101,0.348484848484849,TRUE,FALSE,FALSE,FALSE
"1366",N875DN,30541,201,BA,-1031,41,151.945273631841,-5.12935323383085,0.203980099502488,FALSE,FALSE,FALSE,FALSE
"315",N364NW,30531,277,BA,4920,120,110.220216606498,17.7617328519856,0.433212996389892,FALSE,FALSE,FALSE,FALSE
"901",N913US,30526,199,AA,1587,82,153.396984924623,7.9748743718593,0.412060301507538,FALSE,FALSE,FALSE,FALSE
"715",N681DA,30520,218,BA,1900,81,140,8.71559633027523,0.371559633027523,FALSE,FALSE,FALSE,FALSE
"510",N814DN,30514,199,BA,-32,52,153.336683417085,-0.160804020100503,0.261306532663317,FALSE,FALSE,FALSE,FALSE
"96",N775DE,30500,214,BA,811,56,142.523364485981,3.78971962616822,0.261682242990654,FALSE,FALSE,FALSE,FALSE
"1671",N537UW,30495,192,AA,1818,75,158.828125,9.46875,0.390625,FALSE,FALSE,FALSE,FALSE
"638",N383DN,30473,244,BA,-557,75,124.889344262295,-2.2827868852459,0.307377049180328,FALSE,FALSE,FALSE,FALSE
"548",N396DA,30410,198,BA,1394,77,153.585858585859,7.04040404040404,0.388888888888889,FALSE,FALSE,FALSE,FALSE
"137",N354NW,30408,252,BA,2750,98,120.666666666667,10.9126984126984,0.388888888888889,FALSE,FALSE,FALSE,FALSE
"649",N371NB,30400,249,BA,2992,97,122.088353413655,12.0160642570281,0.389558232931727,FALSE,FALSE,FALSE,FALSE
"768",N860DN,30368,174,BA,-451,52,174.528735632184,-2.59195402298851,0.298850574712644,FALSE,FALSE,FALSE,FALSE
"40",N854DN,30359,194,BA,-136,56,156.489690721649,-0.701030927835051,0.288659793814433,FALSE,FALSE,FALSE,FALSE
"252",N889NN,30339,221,AA,2661,100,137.280542986425,12.0407239819005,0.452488687782805,FALSE,FALSE,FALSE,FALSE
"1232",N348NB,30328,259,BA,5970,94,117.096525096525,23.0501930501931,0.362934362934363,FALSE,FALSE,FALSE,FALSE
"1061",N877NN,30289,222,AA,3990,102,136.436936936937,17.972972972973,0.459459459459459,FALSE,FALSE,FALSE,FALSE
"202",N388DA,30275,232,BA,121,64,130.495689655172,0.521551724137931,0.275862068965517,FALSE,FALSE,FALSE,FALSE
"1409",N751UW,30245,272,AA,823,74,111.194852941176,3.02573529411765,0.272058823529412,FALSE,FALSE,FALSE,FALSE
"51",N145AN,30239,181,AA,1214,71,167.066298342541,6.70718232044199,0.392265193370166,FALSE,FALSE,FALSE,FALSE
"640",N898NN,30222,222,AA,3134,88,136.135135135135,14.1171171171171,0.396396396396396,FALSE,FALSE,FALSE,FALSE
"1652",N865DN,30218,186,BA,-563,50,162.462365591398,-3.02688172043011,0.268817204301075,FALSE,FALSE,FALSE,FALSE
"867",N884NN,30202,219,AA,2115,88,137.908675799087,9.65753424657534,0.401826484018265,FALSE,FALSE,FALSE,FALSE
"322",N967NN,30194,216,AA,1483,82,139.787037037037,6.86574074074074,0.37962962962963,FALSE,FALSE,FALSE,FALSE
"1193",N354PT,30183,231,AA,78,75,130.662337662338,0.337662337662338,0.324675324675325,FALSE,FALSE,FALSE,FALSE
"20",N809AW,30182,258,AA,1585,79,116.984496124031,6.14341085271318,0.306201550387597,FALSE,FALSE,FALSE,FALSE
"890",N987NN,30164,223,AA,869,86,135.264573991031,3.89686098654709,0.385650224215247,FALSE,FALSE,FALSE,FALSE
"1319",N940NN,30160,197,AA,2364,90,153.096446700508,12,0.456852791878173,FALSE,FALSE,FALSE,FALSE
"547",N933AT,30144,312,BA,-76,107,96.6153846153846,-0.243589743589744,0.342948717948718,FALSE,FALSE,FALSE,FALSE
"973",N536UW,30128,182,AA,2811,74,165.538461538462,15.4450549450549,0.406593406593407,FALSE,FALSE,FALSE,FALSE
"1071",N374DA,30126,230,BA,-638,59,130.982608695652,-2.77391304347826,0.256521739130435,FALSE,FALSE,FALSE,FALSE
"276",N316PF,30089,213,AA,1558,94,141.262910798122,7.31455399061033,0.44131455399061,FALSE,FALSE,FALSE,FALSE
"1554",N136AN,30087,204,AA,2828,90,147.485294117647,13.8627450980392,0.441176470588235,FALSE,FALSE,FALSE,FALSE
"1258",N398DA,30077,228,BA,606,66,131.916666666667,2.65789473684211,0.289473684210526,FALSE,FALSE,FALSE,FALSE
"1654",N545UW,30072,192,AA,752,78,156.625,3.91666666666667,0.40625,FALSE,FALSE,FALSE,FALSE
"913",N994NN,30065,213,AA,150,80,141.150234741784,0.704225352112676,0.375586854460094,FALSE,FALSE,FALSE,FALSE
"506",N863DN,30037,187,BA,292,63,160.625668449198,1.56149732620321,0.336898395721925,FALSE,FALSE,FALSE,FALSE
"851",N378NW,30003,247,BA,2264,90,121.46963562753,9.16599190283401,0.364372469635628,FALSE,FALSE,FALSE,FALSE
"1290",N330NW,29995,267,BA,3843,101,112.340823970037,14.3932584269663,0.378277153558052,FALSE,FALSE,FALSE,FALSE
"1196",N109DU,29985,225,BA,7975,126,133.266666666667,35.4444444444444,0.56,FALSE,FALSE,FALSE,FALSE
"675",N813AW,29983,272,AA,513,81,110.231617647059,1.88602941176471,0.297794117647059,FALSE,FALSE,FALSE,FALSE
"1053",N106DU,29972,225,BA,3633,100,133.208888888889,16.1466666666667,0.444444444444444,FALSE,FALSE,FALSE,FALSE
"1141",N107DU,29970,233,BA,6336,115,128.62660944206,27.1931330472103,0.493562231759657,FALSE,FALSE,FALSE,FALSE
"635",N995NN,29950,208,AA,2149,78,143.990384615385,10.3317307692308,0.375,FALSE,FALSE,FALSE,FALSE
"1296",N894NN,29929,225,AA,1977,99,133.017777777778,8.78666666666667,0.44,FALSE,FALSE,FALSE,FALSE
"384",N919DN,29915,336,BA,-222,88,89.0327380952381,-0.660714285714286,0.261904761904762,FALSE,FALSE,FALSE,FALSE
"215",N391DA,29904,222,BA,757,76,134.702702702703,3.40990990990991,0.342342342342342,FALSE,FALSE,FALSE,FALSE
"561",N992NN,29898,229,AA,1447,88,130.558951965065,6.31877729257642,0.384279475982533,FALSE,FALSE,FALSE,FALSE
"448",N996NN,29896,202,AA,2483,60,148,12.2920792079208,0.297029702970297,FALSE,FALSE,FALSE,FALSE
"853",N818AW,29876,288,AA,280,90,103.736111111111,0.972222222222222,0.3125,FALSE,FALSE,FALSE,FALSE
"91",N366NB,29834,244,BA,893,76,122.270491803279,3.65983606557377,0.311475409836066,FALSE,FALSE,FALSE,FALSE
"1377",N686DA,29824,212,BA,483,78,140.679245283019,2.27830188679245,0.367924528301887,FALSE,FALSE,FALSE,FALSE
"452",N115DU,29794,208,BA,5024,94,143.240384615385,24.1538461538462,0.451923076923077,FALSE,FALSE,FALSE,FALSE
"957",N848DN,29777,189,BA,-336,59,157.550264550265,-1.77777777777778,0.312169312169312,FALSE,FALSE,FALSE,FALSE
"372",N858DZ,29766,184,BA,-1074,39,161.771739130435,-5.83695652173913,0.21195652173913,FALSE,FALSE,FALSE,FALSE
"1199",N355PU,29763,227,AA,2006,91,131.114537444934,8.83700440528634,0.400881057268722,FALSE,FALSE,FALSE,FALSE
"1444",N939NN,29751,204,AA,3800,92,145.838235294118,18.6274509803922,0.450980392156863,FALSE,FALSE,FALSE,FALSE
"1058",N337PJ,29750,207,AA,1222,73,143.719806763285,5.90338164251208,0.352657004830918,FALSE,FALSE,FALSE,FALSE
"659",N812AW,29749,280,AA,1219,88,106.246428571429,4.35357142857143,0.314285714285714,FALSE,FALSE,FALSE,FALSE
"451",N826DN,29746,186,BA,-1023,48,159.924731182796,-5.5,0.258064516129032,FALSE,FALSE,FALSE,FALSE
"873",N916NN,29743,217,AA,2868,96,137.064516129032,13.2165898617512,0.442396313364055,FALSE,FALSE,FALSE,FALSE
"362",N369NW,29707,258,BA,3170,107,115.143410852713,12.2868217054264,0.414728682170543,FALSE,FALSE,FALSE,FALSE
"463",N892NN,29680,215,AA,2573,97,138.046511627907,11.9674418604651,0.451162790697674,FALSE,FALSE,FALSE,FALSE
"481",N872DN,29665,184,BA,-775,51,161.222826086957,-4.21195652173913,0.277173913043478,FALSE,FALSE,FALSE,FALSE
"392",N873DN,29659,175,BA,-251,47,169.48,-1.43428571428571,0.268571428571429,FALSE,FALSE,FALSE,FALSE
"1539",N672DL,29640,210,BA,1907,84,141.142857142857,9.08095238095238,0.4,FALSE,FALSE,FALSE,FALSE
"1612",N117DU,29636,220,BA,4362,95,134.709090909091,19.8272727272727,0.431818181818182,FALSE,FALSE,FALSE,FALSE
"286",N921DN,29614,331,BA,-394,82,89.4682779456193,-1.19033232628399,0.24773413897281,FALSE,FALSE,FALSE,FALSE
"497",N952NN,29614,210,AA,1248,74,141.019047619048,5.94285714285714,0.352380952380952,FALSE,FALSE,FALSE,FALSE
"671",N954NN,29613,211,AA,671,67,140.345971563981,3.18009478672986,0.317535545023697,FALSE,FALSE,FALSE,FALSE
"1352",N993NN,29608,220,AA,1495,79,134.581818181818,6.79545454545455,0.359090909090909,FALSE,FALSE,FALSE,FALSE
"1203",N350NA,29601,274,BA,2122,98,108.032846715328,7.74452554744526,0.357664233576642,FALSE,FALSE,FALSE,FALSE
"1295",N957NN,29573,218,AA,937,70,135.655963302752,4.29816513761468,0.321100917431193,FALSE,FALSE,FALSE,FALSE
"981",N925DN,29570,325,BA,844,100,90.9846153846154,2.59692307692308,0.307692307692308,FALSE,FALSE,FALSE,FALSE
"1305",N302NB,29557,237,BA,2682,90,124.713080168776,11.3164556962025,0.379746835443038,FALSE,FALSE,FALSE,FALSE
"99",N333NB,29554,243,BA,2668,95,121.621399176955,10.9794238683128,0.390946502057613,FALSE,FALSE,FALSE,FALSE
"1144",N331NW,29515,247,BA,3460,114,119.493927125506,14.0080971659919,0.461538461538462,FALSE,FALSE,FALSE,FALSE
"156",N986AT,29506,374,BA,1503,88,78.8930481283422,4.01871657754011,0.235294117647059,FALSE,FALSE,FALSE,FALSE
"662",N3755D,29498,214,BA,664,69,137.841121495327,3.10280373831776,0.322429906542056,FALSE,FALSE,FALSE,FALSE
"754",N980NN,29498,226,AA,2550,94,130.522123893805,11.283185840708,0.415929203539823,FALSE,FALSE,FALSE,FALSE
"646",N338PK,29497,206,AA,1329,76,143.18932038835,6.45145631067961,0.368932038834951,FALSE,FALSE,FALSE,FALSE
"1001",N306PB,29497,207,AA,628,69,142.497584541063,3.03381642512077,0.333333333333333,FALSE,FALSE,FALSE,FALSE
"85",N368NB,29480,256,BA,540,90,115.15625,2.109375,0.3515625,FALSE,FALSE,FALSE,FALSE
"1147",N103DU,29471,230,BA,4539,102,128.134782608696,19.7347826086957,0.443478260869565,FALSE,FALSE,FALSE,FALSE
"327",N301NW,29469,217,AA,1793,83,135.801843317972,8.26267281105991,0.382488479262673,FALSE,FALSE,FALSE,FALSE
"135",N842NN,29462,231,AA,1942,89,127.541125541126,8.40692640692641,0.385281385281385,FALSE,FALSE,FALSE,FALSE
"391",N878NN,29458,215,AA,1885,88,137.013953488372,8.76744186046512,0.409302325581395,FALSE,FALSE,FALSE,FALSE
"574",N111NG,29424,234,BA,5910,115,125.74358974359,25.2564102564103,0.491452991452991,FALSE,FALSE,FALSE,FALSE
"1031",N320NB,29424,259,BA,4302,106,113.606177606178,16.6100386100386,0.409266409266409,FALSE,FALSE,FALSE,FALSE
"697",N953NN,29414,216,AA,865,69,136.175925925926,4.00462962962963,0.319444444444444,FALSE,FALSE,FALSE,FALSE
"532",N317US,29398,245,BA,3530,104,119.991836734694,14.4081632653061,0.424489795918367,FALSE,FALSE,FALSE,FALSE
"743",N3751B,29391,220,BA,4594,90,133.595454545455,20.8818181818182,0.409090909090909,FALSE,FALSE,FALSE,FALSE
"1030",N903AN,29366,210,AA,2973,84,139.838095238095,14.1571428571429,0.4,FALSE,FALSE,FALSE,FALSE
"602",N825DN,29346,165,BA,-923,44,177.854545454545,-5.59393939393939,0.266666666666667,FALSE,FALSE,FALSE,FALSE
"33",N964AT,29339,301,BA,3143,93,97.4717607973422,10.4418604651163,0.308970099667774,FALSE,FALSE,FALSE,FALSE
"399",N959AN,29326,210,AA,1700,70,139.647619047619,8.09523809523809,0.333333333333333,FALSE,FALSE,FALSE,FALSE
"1234",N673DL,29326,237,BA,1806,116,123.738396624473,7.62025316455696,0.489451476793249,FALSE,FALSE,FALSE,FALSE
"8",N902NN,29297,212,AA,2979,103,138.193396226415,14.0518867924528,0.485849056603774,FALSE,FALSE,FALSE,FALSE
"555",N6707A,29291,203,BA,2708,76,144.290640394089,13.3399014778325,0.374384236453202,FALSE,FALSE,FALSE,FALSE
"290",N162UW,29289,181,AA,2694,77,161.817679558011,14.8839779005525,0.425414364640884,FALSE,FALSE,FALSE,FALSE
"984",N359NB,29254,226,BA,848,68,129.442477876106,3.75221238938053,0.300884955752212,FALSE,FALSE,FALSE,FALSE
"300",N921NN,29251,214,AA,1253,91,136.68691588785,5.85514018691589,0.425233644859813,FALSE,FALSE,FALSE,FALSE
"270",N942AT,29231,309,BA,1620,99,94.5987055016181,5.24271844660194,0.320388349514563,FALSE,FALSE,FALSE,FALSE
"278",N321US,29222,256,BA,2348,83,114.1484375,9.171875,0.32421875,FALSE,FALSE,FALSE,FALSE
"848",N607AT,29209,336,BA,4650,88,86.9315476190476,13.8392857142857,0.261904761904762,FALSE,FALSE,FALSE,FALSE
"989",N104DU,29209,220,BA,3267,95,132.768181818182,14.85,0.431818181818182,FALSE,FALSE,FALSE,FALSE
"894",N882NN,29185,215,AA,1149,78,135.744186046512,5.34418604651163,0.362790697674419,FALSE,FALSE,FALSE,FALSE
"50",N949AN,29182,207,AA,2734,85,140.975845410628,13.207729468599,0.410628019323671,FALSE,FALSE,FALSE,FALSE
"1254",N359PX,29181,211,AA,2092,80,138.298578199052,9.91469194312796,0.37914691943128,FALSE,FALSE,FALSE,FALSE
"928",N926NN,29180,227,AA,1313,84,128.546255506608,5.784140969163,0.370044052863436,FALSE,FALSE,FALSE,FALSE
"787",N929NN,29165,209,AA,2289,76,139.545454545455,10.9521531100478,0.363636363636364,FALSE,FALSE,FALSE,FALSE
"221",N309PC,29163,203,AA,2034,76,143.660098522167,10.0197044334975,0.374384236453202,FALSE,FALSE,FALSE,FALSE
"123",N395DN,29160,216,BA,-341,53,135,-1.5787037037037,0.24537037037037,FALSE,FALSE,FALSE,FALSE
"1445",N956NN,29160,220,AA,1312,96,132.545454545455,5.96363636363636,0.436363636363636,FALSE,FALSE,FALSE,FALSE
"183",N3748Y,29157,211,BA,-158,51,138.184834123223,-0.748815165876777,0.241706161137441,FALSE,FALSE,FALSE,FALSE
"947",N963NN,29146,234,AA,1040,96,124.555555555556,4.44444444444444,0.41025641025641,FALSE,FALSE,FALSE,FALSE
"438",N351NW,29145,254,BA,2877,107,114.744094488189,11.3267716535433,0.421259842519685,FALSE,FALSE,FALSE,FALSE
"323",N366NW,29141,285,BA,724,88,102.249122807018,2.54035087719298,0.308771929824561,FALSE,FALSE,FALSE,FALSE
"1219",N359NW,29128,268,BA,1687,80,108.686567164179,6.29477611940298,0.298507462686567,FALSE,FALSE,FALSE,FALSE
"557",N923DN,29122,326,BA,137,78,89.3312883435583,0.420245398773006,0.239263803680982,FALSE,FALSE,FALSE,FALSE
"1179",N909DA,29122,324,BA,683,101,89.8827160493827,2.10802469135802,0.311728395061728,FALSE,FALSE,FALSE,FALSE
"1294",N896NN,29107,232,AA,1634,102,125.461206896552,7.04310344827586,0.439655172413793,FALSE,FALSE,FALSE,FALSE
"533",N893AT,29099,293,BA,1365,101,99.3139931740614,4.65870307167236,0.344709897610922,FALSE,FALSE,FALSE,FALSE
"1068",N928NN,29097,213,AA,2635,91,136.605633802817,12.3708920187793,0.427230046948357,FALSE,FALSE,FALSE,FALSE
"499",N319NB,29092,242,BA,3582,68,120.214876033058,14.801652892562,0.28099173553719,FALSE,FALSE,FALSE,FALSE
"3",N970NN,29091,212,AA,1906,81,137.221698113208,8.99056603773585,0.382075471698113,FALSE,FALSE,FALSE,FALSE
"1459",N143AN,29080,197,AA,2371,78,147.61421319797,12.0355329949239,0.395939086294416,FALSE,FALSE,FALSE,FALSE
"1132",N206UW,29055,114,AA,1480,34,254.868421052632,12.9824561403509,0.298245614035088,FALSE,FALSE,FALSE,FALSE
"407",N364NB,29045,242,BA,1261,85,120.020661157025,5.21074380165289,0.351239669421488,FALSE,FALSE,FALSE,FALSE
"74",N971NN,29031,194,AA,1103,74,149.644329896907,5.68556701030928,0.381443298969072,FALSE,FALSE,FALSE,FALSE
"740",N358PW,29019,222,AA,2168,92,130.716216216216,9.76576576576577,0.414414414414414,FALSE,FALSE,FALSE,FALSE
"408",N850DN,29012,188,BA,285,53,154.31914893617,1.51595744680851,0.281914893617021,FALSE,FALSE,FALSE,FALSE
"69",N347NB,29007,236,BA,1077,75,122.911016949153,4.5635593220339,0.317796610169492,FALSE,FALSE,FALSE,FALSE
"552",N367NW,29004,242,BA,743,86,119.851239669421,3.0702479338843,0.355371900826446,FALSE,FALSE,FALSE,FALSE
"774",N919NN,28995,217,AA,2055,82,133.617511520737,9.47004608294931,0.377880184331797,FALSE,FALSE,FALSE,FALSE
"1264",N990NN,28985,219,AA,467,79,132.351598173516,2.1324200913242,0.360730593607306,FALSE,FALSE,FALSE,FALSE
"338",N371DA,28983,225,BA,1694,58,128.813333333333,7.52888888888889,0.257777777777778,FALSE,FALSE,FALSE,FALSE
"133",N843DN,28970,174,BA,-195,50,166.494252873563,-1.12068965517241,0.28735632183908,FALSE,FALSE,FALSE,FALSE
"1109",N776DE,28953,225,BA,-18,69,128.68,-0.08,0.306666666666667,FALSE,FALSE,FALSE,FALSE
"587",N922DX,28942,311,BA,1260,90,93.0610932475884,4.05144694533762,0.289389067524116,FALSE,FALSE,FALSE,FALSE
"923",N947AN,28929,204,AA,1670,75,141.808823529412,8.18627450980392,0.367647058823529,FALSE,FALSE,FALSE,FALSE
"235",N335NW,28921,256,BA,3113,95,112.97265625,12.16015625,0.37109375,FALSE,FALSE,FALSE,FALSE
"1056",N356NW,28918,242,BA,1757,89,119.495867768595,7.2603305785124,0.367768595041322,FALSE,FALSE,FALSE,FALSE
"41",N322NB,28905,261,BA,728,87,110.747126436782,2.78927203065134,0.333333333333333,FALSE,FALSE,FALSE,FALSE
"1184",N979NN,28900,205,AA,1815,85,140.975609756098,8.85365853658537,0.414634146341463,FALSE,FALSE,FALSE,FALSE
"564",N339NW,28879,261,BA,6005,138,110.647509578544,23.007662835249,0.528735632183908,FALSE,FALSE,FALSE,FALSE
"1358",N347NW,28834,257,BA,-204,73,112.194552529183,-0.793774319066148,0.284046692607004,FALSE,FALSE,FALSE,FALSE
"77",N939AT,28800,344,BA,-1083,88,83.7209302325581,-3.14825581395349,0.255813953488372,FALSE,FALSE,FALSE,FALSE
"628",N371NW,28795,256,BA,2464,77,112.48046875,9.625,0.30078125,FALSE,FALSE,FALSE,FALSE
"1081",N399DA,28792,219,BA,1542,53,131.470319634703,7.04109589041096,0.242009132420091,FALSE,FALSE,FALSE,FALSE
